Mg,FeM,K/Vac+Na,Di/Hi M,Fe2+,Fe3+,Mg# F'ous,ln(fH2O),Si,Ti,AlM,Mn,Ca,Na,Avac,K,T,lnP,AlT/Si,Mg#M,Mg#,Ca/FeB,K+Vac/Na,ln K(Cl)
3.42104198574796,0.733372351873558,0.434544700487358,4.91306147024288,0.815900898495228,0.146129888210628,0.807431697621063,9.54403407799329,6.25764837634964,0.286137859410175,0.512058091086335,0.011242597261547,1.7713415651677,0.689127268512462,0.007958015522444,0.302914715965094,1323,9.61580548008435,0.278435527032082,0.823471543213134,0.780512248678163,7.74667055893579,0.451110768201905,1.58961307166506
3.52678172494003,0.747619152133007,0.305333021899703,5.89085728195304,0.877377541642654,0.063848994428724,0.800784329417897,9.50154942305202,6.29374577891364,0.383384514754842,0.286064285315744,0.011363693115536,1.80639261606163,0.768806192100119,0,0.23391197248296,1298,9.21034037197618,0.271103136514179,0.825093814634216,0.789340914097076,9.33018451732524,0.300717931613347,-1.36982499842101
3.73795054213966,0.586423366389771,0.289956894783398,6.40054308606846,0.84039147564019,0.096032015090994,0.816441962532167,11.2917031059609,6.48107893193544,0.220091498565209,0.4237125053568,0.011099879024795,1.57568596596009,0.832829309291678,0,0.241484600406817,1323,9.90348755253613,0.234362377625136,0.864391151460537,0.799668686299786,4.50195830337209,0.289956894783398,-0.011393324436131
3.37946983397144,0.648122352017094,0.31887616943116,4.14187558754132,0.88201621887733,0.146363876866791,0.793026139722384,11.1840199732642,6.25425538255897,0.234220722001916,0.719935294702321,0.01244394206501,1.61974225627297,0.743458509067026,0.014762788108513,0.241778702824461,1323,9.90348755253613,0.279129090620336,0.839079449435862,0.766693487268864,4.25959045671854,0.345064973773601,-0.248201393339763
3.26012353942689,0.781526727695988,0.236740047407329,4.21730202291515,0.975406847589437,0.182537577397586,0.769708452433852,10.0789847810466,6.13572112063428,0.307231504618262,0.629054185928737,0.013841854032448,1.62358230270896,0.777720582381835,0.030856775565274,0.191422642052891,1323,9.61580548008435,0.303840223946326,0.80663177760496,0.737907059304229,4.3132464663415,0.285808840158783,-0.299634683298719
3.22944095408833,0.777625466344511,0.172387068848465,4.0355835504925,0.930080130845657,0.148750274813689,0.776397303474562,8.79749143554542,6.15900279483877,0.378926137946544,0.588473380848198,0.015019309147408,1.69879506068516,0.756364062852696,0.096596556187749,0.147039380959555,1323,9.21034037197618,0.298911571643381,0.805936467042512,0.74959088795128,5.63999735379337,0.322114639117582,-0.660397267955365
2.89672096166166,1.24901125598829,0.015136134560874,4.8529656663924,1.65085372165934,0.19406621752769,0.636981504072023,7.89590618518465,6.29682471436328,0.135134717746322,0.604123720639789,0.044548476287465,1.40409131680126,0.96875667541707,0.016332876569549,0.014910448013381,1303,9.13776967914135,0.270481609842452,0.698723605284785,0.610911079568085,2.35621892479285,0.03225095152968,-0.89477315650836
2.78052622656595,1.54120324349296,0.027606142321298,6.37168987783429,1.9442349971273,0.231955802901969,0.58850089875917,8.29306201859441,6.40773027561536,0.133473215844184,0.481856735915194,0.034398888290688,1.36501244346369,0.822409275670766,0.150726207678003,0.026864516651231,1273,9.13776967914135,0.248492001987667,0.643382758182698,0.560961259568998,2.14966802012543,0.215939593074736,-1.10323973799713
2.58105393752262,1.71375417983637,0.021392931926658,6.09026879503286,1.87592535397695,0.283462978099556,0.579103865805537,9.53282361918552,6.28362848262731,0.122341104036868,0.482466127656391,0.036661684980304,1.55436584775987,0.787121139146462,0.191934000890288,0.02094485996325,1253,9.13776967914135,0.273149744947212,0.600970722554605,0.544475344436773,3.48798636717214,0.270452475821421,-0.828598126377306
2.5106394869783,1.9636838761666,0.093023744858996,8.51155073185842,2.0009488047187,0.43153850331145,0.556486834492147,7.85438121065237,6.51856202144921,0.207360377228344,0.300736643326124,0.017579616300633,1.53119656813645,0.526005995574055,0.388887212101871,0.085106792324074,1123,8.00636756765025,0.2272645368221,0.561121600566131,0.507905135978614,3.26618037340246,0.901119014639087,-0.584995914050377
3.05187133990271,1.43899704970688,0.091852732042509,8.82064342099278,1.53513939308025,0.294540765769953,0.665329016554984,7.4312996751559,6.67201136932629,0.244641198375901,0.247113476768797,0.017376935245708,1.60931689085667,0.483005767942635,0.432868663336497,0.084125568720868,1123,7.60090245954208,0.199038724181281,0.679572651686642,0.625184706272661,4.11923846512209,1.07036865058466,-0.957366231895061
2.86944029641731,1.53913266904644,0.103939484265149,7.45412824917706,1.6218442783797,0.240904972954035,0.638890778045833,7.4312996751559,6.69253159353292,0.255302015809575,0.317371352036673,0.018753666690011,1.6763834177127,0.506554816214322,0.399291939204217,0.094153244581461,1123,7.60090245954208,0.195362306205696,0.650877351672792,0.606366306223088,5.1801530251143,0.974120012269121,-0.518591202220726
3.10766872329931,1.4338244328876,0.063654851444231,9.90496263571195,1.42654962104425,0.298393480562439,0.68538135733497,7.85438121065237,6.90470837141128,0.148824932882656,0.257531258826464,0.052150652103973,1.70888133128091,0.32402129457531,0.61613330411072,0.05984540131397,1123,8.00636756765025,0.158629672633784,0.684283476033805,0.643061937497899,5.87005065253941,2.0862169145725,-1.07102718720006
2.87011403016694,1.42730747430867,0.092220628662278,6.11664252727811,1.56532743360154,0.133302370391011,0.647086440800056,7.85438121065237,6.97592724476764,0.193554984611669,0.466667626490004,0.042355884422724,1.72867767031611,0.353602047646641,0.5619638863394,0.084434066013959,1123,8.00636756765025,0.146800951228451,0.667868866755989,0.628206381086138,6.37130630689397,1.82803792188249,-0.759735004057407
3.47508424313943,1.04505664990397,0.058778932024209,9.419725139138,1.17631157186447,0.264845964983596,0.747105682111579,7.85438121065237,6.8916593686379,0.182168271676245,0.255917061561224,0.041773773719132,1.60389911305591,0.30936823999642,0.635115985892139,0.055515774111441,1123,8.00636756765025,0.160823478363695,0.76879998331195,0.706857880197314,4.04921868625429,2.23239386179904,-1.42731815514756
2.96908754356235,1.29053957189594,0.110438473025611,5.75335375510822,1.34389656666344,0.203602999427164,0.688406789286066,7.85438121065237,6.68981499030226,0.192468824219771,0.5204944821533,0.027409578168631,1.74304000580534,0.490530895957846,0.410014270921415,0.099454833120739,1123,8.00636756765025,0.195847719495535,0.697029919071427,0.657374134823339,6.78331275367687,1.03860757444713,-0.529474711883042
2.81143104372917,1.43942032876539,0.128370412016988,5.67424302257527,1.46672328838217,0.227795982336558,0.657159799642311,7.85438121065237,6.60793060096745,0.246259248814876,0.475647582532947,0.027241796157614,1.74490105804667,0.510203944335807,0.376029857392898,0.113766198271295,1123,8.00636756765025,0.210666467778694,0.661380697034183,0.6239374266322,6.84009523789361,0.960000527439707,-0.446350590340538
2.60991678594729,1.62906476289135,0.14055881863405,5.57014293460262,1.68435793717519,0.212267015390197,0.607766608851134,7.85438121065237,6.66104756797126,0.241402591298011,0.493181061792356,0.026434798070988,1.73243981032597,0.504258235521075,0.372504964817523,0.123236799661402,1123,8.00636756765025,0.201012290989621,0.615694302010428,0.579139601358416,6.47495358871056,0.983110893502117,-0.356087577145431
3.17863384095022,1.28047318968213,0.063537390923669,8.24397299126554,1.30017907454241,0.321415883848785,0.709704535761034,7.4312996751559,6.78589850274674,0.190385496300771,0.307123998883224,0.043383474183658,1.65887823129093,0.329133828229625,0.611124604181024,0.059741567589352,1123,7.60090245954208,0.178915363494138,0.712840893729222,0.662183819526753,4.86300899989096,2.03827778924729,-1.31461361848631
3.19038895737363,1.31514890899364,0.06774736654826,9.11199778487767,1.32735729318178,0.29355957498356,0.706190383530595,7.4312996751559,6.81085432912568,0.202406258364185,0.24869054242755,0.04336533284099,1.6942320408283,0.36303028612446,0.573520841351257,0.063448872524284,1123,7.60090245954208,0.174595669413909,0.708103905016335,0.663102507522735,5.54090770471127,1.75459111325264,-1.19579934157177
2.83101389976676,1.46429125824255,0.117022046806331,6.09526975658786,0.708429513453641,0.88461143950745,0.799847198910557,7.35602441608187,6.40830218678139,0.144460906337515,0.52545585606563,0.034778079587544,1.87125030528146,0.446380759355303,0.448856718596983,0.104762522047714,1123,7.52294091807237,0.248380579883056,0.659094941016673,0.639913833351585,14.5340174155148,1.24023992755484,-0.556556717280044
3.02888706559883,1.43136076580509,0.108886494027167,8.26351072012419,1.50979112476557,0.199063113071199,0.66735003861458,7.85438121065237,6.9492289617114,0.120133701250549,0.36303383085937,0.056584636486154,1.72250652796833,0.377314717416945,0.524490837422377,0.098194445160678,1123,8.00636756765025,0.151206852454869,0.679084925342691,0.639310353100626,6.20737675505287,1.65030743260133,-0.62123669144392
2.96444495413794,1.22506001185211,0.122320799793093,5.16906926037821,0.658144027633687,0.714128499992534,0.818322191409134,7.35602441608187,6.49587298021348,0.15507595487841,0.624228390515412,0.031190688616131,1.85278748422589,0.482647329506142,0.408363511765228,0.10898915872863,1123,7.52294091807237,0.23155117477945,0.707588361441981,0.683568843625021,12.5858013802904,1.071906211567,-0.2309693478762
2.38973019098085,2.05497302306697,0.09808834916586,8.004194021088,2.14737478910476,0.388025694074374,0.526708154532443,7.85438121065237,6.56700727718838,0.221824032304351,0.31580668282932,0.017666070818508,1.51957253988784,0.508373434215828,0.402300101988822,0.08932646379535,1123,8.00636756765025,0.21821092353428,0.537657988823174,0.485211530227761,3.1629593769121,0.967057939489916,0.055459070139183
2.76825956263606,1.33683154733646,0.106054378676519,4.58716094534104,1.55042180733586,0.093713854658262,0.64099648144546,7.4312996751559,7.03423722896128,0.196162657478178,0.651311638006604,0.047434594542692,1.69269588534234,0.385747937939177,0.518366741482443,0.09588532057838,1123,7.60090245954208,0.137294597779912,0.674347898372124,0.627382503539918,5.50821093699974,1.59236641767266,-0.295944639982747
2.87478292849709,1.31285144434173,0.114500658971551,5.15486405729964,1.52999179718829,0.162290773214424,0.652651521934479,7.85438121065237,6.72959014411051,0.254353705224865,0.529487132275897,0.028524789660414,1.62056887393902,0.496810666901387,0.400452149365396,0.102737183733216,1123,8.00636756765025,0.188779677318285,0.686493297300036,0.629459535710539,4.27104884821326,1.012839229554,-0.381472431442557
2.71939294547864,1.28331447842869,0.120657617888737,4.0135738697561,1.46400895314512,0.083798123584988,0.650043436269715,7.4312996751559,6.92941264973885,0.234936514014268,0.737273806615733,0.025082255462679,1.73550740169858,0.519605111395537,0.372728090143707,0.107666798460756,1123,7.60090245954208,0.154499003649537,0.679388388278464,0.637278058522097,6.56164827614851,0.92453841979005,-0.060828647030271
2.74523552682829,1.81847411284082,0.090462972246393,10.4602577884324,1.71617181117486,0.376321519998612,0.615329495570564,7.85438121065237,6.739314496759,0.162263646078495,0.247738796010971,0.026287918241417,1.72598078166735,0.404030603202901,0.513011080422508,0.082958316374591,1123,8.00636756765025,0.18706435259065,0.601535974805648,0.567463701957496,6.29875813882532,1.47506003771157,-0.706041799505872
2.76521143053698,1.6208816192688,0.113259476339153,7.14455675802042,1.6375386203629,0.217505284668765,0.62806459566602,7.78763095815424,6.8494982817597,0.122162579825101,0.462974237177274,0.02877013319184,1.76583771423714,0.389413670407609,0.508849511944456,0.101736817647936,1073,8.00636756765025,0.167968757843783,0.630449787347632,0.598497535244261,7.54108505767407,1.56796326372743,-0.361270267887829
2.43309988501376,1.76813850980121,0.116915264595633,5.25968995948641,2.04884826146552,0.143249577373173,0.542866585131076,7.78763095815424,6.88350320718656,0.182867710244146,0.576721543477838,0.03917235146305,1.57604067096252,0.454125458758716,0.441197607993387,0.104676933247896,1073,8.00636756765025,0.162198920986597,0.579138733954401,0.526053161460775,3.71743363812896,1.20203465961444,0.109623579510834
2.64029234328078,1.7058523315243,0.116385334126309,6.64695156150858,1.78279262943776,0.318395432559265,0.596934573847445,7.4312996751559,6.64605562371868,0.166482594593782,0.467236829200854,0.020135901400286,1.60466426952727,0.489731752685286,0.406016309772564,0.104251937542151,1123,7.60090245954208,0.203721493309402,0.607502175108608,0.556849784793339,4.05899124677769,1.04193417011828,-0.540173613360689
2.62434062822925,1.64053280875379,0.11103438653148,5.80154989840108,1.64433664930081,0.170259789519182,0.61479012293657,7.4312996751559,6.79177470049203,0.251202344237037,0.458885403829717,0.025038814950216,1.82593636993379,0.481450126508559,0.418612024692614,0.099937848798827,1123,7.60090245954208,0.177895373858683,0.615338454236922,0.591209244147668,10.4900510763751,1.07705833883964,-0.655758988041946
2.66360038398851,1.4305685763671,0.109902838410279,4.51979318567273,1.64414237253216,0.095993854137249,0.618328561972879,7.4312996751559,6.92748827742221,0.260417226741402,0.616334905344758,0.02907890755824,1.69043234969769,0.506461629647774,0.394518136682319,0.099020233669907,1123,7.60090245954208,0.154819709485943,0.650583893771975,0.604850066995848,5.46062338247196,0.974483241100543,0.035864248037163
2.81452664421481,1.07847496863962,0.154616673466982,3.51671841446186,0.765943959525488,0.527333498413092,0.786077294217873,7.35602441608187,6.6071495113058,0.212351161439113,0.867097804422013,0.027549421284451,1.78519751070104,0.538897163055456,0.327191143981794,0.13391169296275,1123,7.52294091807237,0.210809591384427,0.72297083949861,0.685165741652427,8.31087906163139,0.855641611342262,0.252395503608356
2.21640265838963,2.04248048273453,0.138378298704632,5.74657436289366,2.30181423191472,0.167182494351075,0.490548088372166,7.78763095815424,6.83027816043484,0.232023577270399,0.480909896319957,0.02818338528548,1.57348375646874,0.451595334354308,0.426847272236055,0.121557393409637,1073,8.00636756765025,0.171255373806137,0.520418754153605,0.473044553181165,3.68915318075903,1.21437185888956,0.299918768025866
2.68648086209551,1.69997822703555,0.113491347960924,7.14941581143896,1.95857711463681,0.211682095870138,0.578352493241727,7.4312996751559,6.75852416187425,0.200269943018389,0.381941587599949,0.031329380250602,1.5297190165286,0.579457266314164,0.318618863178217,0.10192387050762,1123,7.60090245954208,0.183690375056893,0.612448630548539,0.553144871237874,3.25277668094701,0.72575280030716,-0.351917529971001
2.65771844865756,1.43787876199863,0.101260014913941,4.52851014936358,1.82605396497952,0.083111739996045,0.592741603158602,7.78763095815424,7.04728499384882,0.155966838971783,0.709813183963957,0.038622766408072,1.52871305702307,0.424938617526245,0.48311214837589,0.091949234097866,1073,8.00636756765025,0.135188942547769,0.648920856216655,0.58195442653023,3.24369915144855,1.35328105932438,0.07533784772672
2.28035044988161,1.79975478518612,0.116357140306193,4.43540434254795,2.05362180321666,0.079686218821243,0.526157141004175,7.37337430991005,7.07026242551836,0.178631028492568,0.714351792643871,0.026911943795834,1.66644676314821,0.469357761157529,0.426412923594593,0.104229315247878,1073,7.60090245954208,0.131499726392896,0.558895008462633,0.51665765812865,4.9960443462544,1.13057092639483,0.457181720330324
2.36246702552195,2.00177798005059,0.109294197556329,6.86466491624326,2.46965077827341,0.134974929408857,0.488909236373825,7.78763095815424,7.04588140814115,0.165298859767137,0.433974468372156,0.036481666288159,1.39715227236833,0.385868845274885,0.515605265202666,0.098525889522449,1073,8.00636756765025,0.135415079617494,0.541323189350141,0.475623700304454,2.31758735801682,1.59155413100951,0.436373237652216
